Average User Rating,User Rating Count,Price,Languages,Size,Update_Gap,Name,Subtitle,age_rating,Puzzle,Simulation,Action,Board,In-app Purchases
3.5,161.0,0.0,2.0,37659648.0,1026.0,0,0,9,1.0,0.0,0.0,0.0,0
4.5,17.0,0.0,1.0,32600064.0,263.0,0,0,4,0.0,0.0,0.0,1.0,0
4.5,2544.0,0.0,1.0,50496512.0,1512.0,0,0,9,0.0,0.0,0.0,0.0,1
4.0,4579.0,4.99,8.0,365819904.0,1448.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,30.0,0.0,2.0,79325184.0,1465.0,0,0,9,0.0,0.0,1.0,0.0,1
4.0,181.0,9.99,1.0,457375744.0,0.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,1682.0,0.0,2.0,63789056.0,2312.0,0,1,12,1.0,0.0,0.0,0.0,1
4.5,16.0,0.0,31.0,45469696.0,510.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,134.0,0.0,1.0,69525504.0,249.0,0,0,9,0.0,0.0,0.0,0.0,1
2.0,8.0,0.0,1.0,24426547.0,0.0,0,0,9,1.0,0.0,0.0,0.0,0
4.5,1054.0,0.0,1.0,168771584.0,2125.0,0,0,4,0.0,0.0,0.0,1.0,1
4.5,1204.0,0.0,8.0,73216000.0,1744.0,0,0,4,0.0,0.0,0.0,0.0,1
3.5,53.0,0.0,6.0,18829312.0,747.0,1,0,4,0.0,1.0,0.0,0.0,1
4.5,469562.0,0.0,6.0,120763392.0,2174.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,15.0,0.0,1.0,118505472.0,838.0,0,0,4,0.0,0.0,0.0,1.0,0
5.0,9.0,0.0,1.0,12345344.0,181.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,59.0,0.0,16.0,220771328.0,2032.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,11186.0,1.99,10.0,230299648.0,2228.0,0,0,9,0.0,0.0,1.0,0.0,1
5.0,13708.0,2.99,10.0,462958592.0,2232.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,574.0,0.0,14.0,117141504.0,1532.0,0,0,17,0.0,1.0,0.0,0.0,1
3.5,6.0,0.0,1.0,119156736.0,1681.0,0,0,17,0.0,0.0,0.0,0.0,1
4.0,11.0,0.0,2.0,33487675.0,0.0,0,0,12,0.0,0.0,0.0,0.0,0
4.0,9.0,0.99,1.0,23810048.0,884.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,446.0,0.0,1.0,97230848.0,390.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,465.0,0.0,1.0,133181440.0,308.0,0,0,9,0.0,0.0,1.0,0.0,1
4.0,138.0,0.0,5.0,86545408.0,979.0,0,0,17,0.0,0.0,0.0,0.0,1
4.0,103.0,0.0,16.0,84291584.0,426.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,150.0,0.0,5.0,100792320.0,1111.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,13.0,0.0,1.0,17132032.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,1058.0,3.99,1.0,64977920.0,1917.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,161.0,0.0,1.0,46080000.0,944.0,0,0,4,1.0,0.0,0.0,0.0,1
4.0,45.0,0.0,1.0,15028993.0,34.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,1731.0,0.0,5.0,112148480.0,1020.0,0,0,17,0.0,0.0,0.0,0.0,1
4.0,51.0,0.0,1.0,26580906.0,13.0,0,0,4,0.0,0.0,0.0,0.0,1
5.0,15.0,1.99,25.0,84391936.0,1540.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,666.0,0.99,25.0,62899200.0,2163.0,0,0,4,0.0,1.0,0.0,0.0,0
3.5,364.0,0.0,1.0,106386432.0,1533.0,0,0,17,0.0,0.0,0.0,0.0,1
3.5,22.0,0.0,1.0,20598784.0,740.0,0,0,4,0.0,0.0,0.0,0.0,0
3.0,25.0,0.0,1.0,7988945.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0
1.0,7.0,1.99,1.0,334925824.0,51.0,0,0,9,0.0,0.0,0.0,0.0,0
4.5,9.0,0.0,1.0,56836096.0,1852.0,0,0,4,1.0,0.0,0.0,0.0,0
4.5,15.0,0.0,1.0,27840756.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,15.0,0.0,1.0,36989952.0,1491.0,0,0,4,0.0,0.0,1.0,0.0,1
5.0,19.0,0.0,1.0,40208384.0,1750.0,0,0,9,0.0,0.0,1.0,0.0,0
4.5,112.0,0.0,1.0,99334144.0,987.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,139.0,0.0,5.0,99689472.0,923.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,15.0,0.0,1.0,34091008.0,457.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,354.0,0.0,2.0,45712384.0,1814.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,43.0,0.0,1.0,30190143.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,354.0,0.0,1.0,116061184.0,1730.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,40.0,0.0,1.0,14823712.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
5.0,188.0,0.0,1.0,59826176.0,195.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,47.0,0.99,1.0,359694336.0,129.0,0,0,9,1.0,0.0,0.0,0.0,1
3.0,41.0,3.99,10.0,92348416.0,109.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,38.0,0.0,10.0,92348416.0,109.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,9.0,0.0,1.0,11993088.0,91.0,0,0,17,0.0,0.0,0.0,1.0,1
3.5,6.0,0.0,1.0,15204352.0,300.0,0,0,4,0.0,0.0,0.0,1.0,0
2.0,5.0,0.0,1.0,10907139.0,0.0,0,0,4,0.0,0.0,1.0,0.0,0
4.5,49.0,0.0,1.0,11566105.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0
4.5,5387.0,0.0,5.0,54288384.0,2018.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,127.0,0.0,5.0,91386880.0,1014.0,0,0,12,0.0,0.0,0.0,0.0,1
4.0,13.0,0.0,25.0,21069824.0,751.0,0,0,4,0.0,0.0,0.0,0.0,1
3.0,25.0,0.0,10.0,52150272.0,137.0,0,0,17,0.0,0.0,1.0,0.0,1
3.5,70.0,0.0,2.0,30240768.0,614.0,0,0,12,0.0,0.0,0.0,0.0,1
4.0,203.0,2.99,1.0,103136256.0,2039.0,0,0,12,0.0,1.0,0.0,0.0,0
4.5,3696.0,0.0,1.0,108463104.0,1468.0,1,0,4,0.0,0.0,0.0,0.0,1
3.0,37.0,0.0,1.0,17015808.0,1562.0,0,0,9,0.0,0.0,0.0,0.0,1
4.0,12.0,0.0,1.0,333371392.0,1581.0,1,0,4,0.0,0.0,1.0,0.0,0
3.0,629.0,0.0,5.0,92618752.0,1301.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,2288.0,0.0,5.0,98470912.0,2112.0,0,0,9,0.0,1.0,0.0,0.0,1
2.5,10.0,0.0,1.0,86642688.0,601.0,0,0,12,1.0,0.0,0.0,0.0,0
4.5,276.0,0.0,3.0,74884096.0,1287.0,0,0,9,0.0,0.0,0.0,0.0,1
5.0,268.0,0.0,3.0,16263168.0,2007.0,0,1,4,1.0,0.0,0.0,0.0,1
4.5,103.0,0.0,1.0,93476864.0,1648.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,8252.0,0.0,1.0,280729600.0,2067.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,275.0,0.0,2.0,20570112.0,741.0,0,0,9,0.0,0.0,0.0,0.0,1
4.0,329.0,0.0,1.0,39547904.0,2014.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,106.0,0.0,1.0,12370944.0,1983.0,0,0,4,0.0,0.0,0.0,0.0,0
2.0,7.0,0.0,1.0,22324053.0,0.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,89.0,9.99,1.0,37901075.0,23.0,0,0,12,0.0,0.0,0.0,1.0,0
3.5,19.0,0.0,5.0,62197760.0,527.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,45.0,0.0,1.0,24009728.0,1430.0,0,0,4,0.0,1.0,0.0,0.0,0
3.5,19.0,0.0,1.0,116407296.0,1560.0,1,0,12,0.0,1.0,0.0,0.0,0
3.5,5.0,0.0,1.0,54890496.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,7.0,1.99,1.0,35136512.0,2074.0,0,0,4,1.0,0.0,0.0,0.0,0
4.5,360.0,0.0,1.0,493740032.0,970.0,0,0,12,0.0,0.0,1.0,0.0,1
3.0,6.0,0.0,1.0,12148736.0,170.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,8.0,0.0,1.0,12386304.0,133.0,0,0,4,0.0,0.0,0.0,0.0,1
2.0,5.0,0.0,1.0,18412597.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
5.0,24566.0,0.0,9.0,79907840.0,2080.0,0,0,9,0.0,1.0,0.0,0.0,1
4.5,1082.0,0.0,6.0,178413568.0,1119.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,120.0,0.0,2.0,53789696.0,1756.0,0,0,9,0.0,0.0,0.0,0.0,0
4.0,65.0,0.0,1.0,59940864.0,785.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,12.0,0.0,1.0,56832000.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,266.0,0.0,1.0,62155652.0,19.0,0,0,9,0.0,0.0,0.0,0.0,1
2.5,26.0,0.0,1.0,11675648.0,1464.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,144.0,0.0,6.0,199478272.0,2135.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,14301.0,0.0,6.0,85209088.0,1742.0,0,0,4,0.0,0.0,1.0,0.0,1
4.5,14301.0,0.0,6.0,85209088.0,1742.0,0,0,4,0.0,0.0,1.0,0.0,1
4.5,14.0,2.99,1.0,315692032.0,1339.0,0,0,12,0.0,0.0,0.0,0.0,0
3.5,59.0,0.0,1.0,146552832.0,1350.0,0,0,12,0.0,0.0,0.0,0.0,0
2.5,16.0,0.0,1.0,5481472.0,1074.0,0,0,4,0.0,0.0,0.0,1.0,0
4.5,12.0,0.0,1.0,8104960.0,1378.0,0,0,4,1.0,0.0,0.0,0.0,0
2.5,17.0,0.0,22.0,198919168.0,1511.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,20.0,0.0,1.0,44154880.0,317.0,0,0,12,0.0,0.0,1.0,0.0,1
4.5,8.0,0.0,2.0,16821248.0,1210.0,0,0,4,0.0,0.0,0.0,1.0,1
2.5,26.0,0.0,10.0,290148352.0,10.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,268.0,2.99,1.0,719197184.0,2092.0,0,0,12,0.0,1.0,0.0,0.0,1
3.5,5.0,0.0,1.0,6036814.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,15753.0,0.0,1.0,71420928.0,1654.0,0,1,4,0.0,0.0,0.0,1.0,0
4.0,26.0,0.0,1.0,15683584.0,2054.0,0,0,4,0.0,0.0,0.0,1.0,1
2.5,15.0,0.0,9.0,232744960.0,1972.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,2072.0,0.0,10.0,62636032.0,1826.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,23.0,0.0,1.0,40542208.0,1922.0,0,0,4,0.0,0.0,0.0,1.0,1
4.0,589.0,0.0,1.0,645603328.0,492.0,0,0,9,0.0,0.0,1.0,0.0,1
4.0,31.0,0.0,1.0,37027840.0,68.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,96.0,0.0,24.0,56606720.0,309.0,0,0,4,0.0,0.0,0.0,1.0,1
3.5,6.0,0.0,2.0,43274240.0,259.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,67.0,0.0,1.0,44572672.0,162.0,0,0,4,1.0,0.0,0.0,0.0,1
4.0,158.0,0.0,1.0,7856296.0,2.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,342.0,0.0,1.0,68650227.0,21.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,4121.0,0.0,1.0,544244736.0,1608.0,0,0,12,0.0,0.0,1.0,0.0,1
2.0,8.0,2.99,1.0,92165120.0,1273.0,0,0,12,0.0,0.0,0.0,0.0,0
4.0,123.0,0.0,1.0,25068544.0,1482.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,8528.0,0.0,14.0,120123392.0,2220.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,486.0,3.99,1.0,324401152.0,1750.0,0,0,4,0.0,0.0,0.0,0.0,0
3.5,11.0,0.0,1.0,31854592.0,497.0,1,0,4,1.0,0.0,0.0,0.0,1
4.5,581.0,0.0,5.0,192417792.0,550.0,0,0,9,0.0,0.0,0.0,0.0,1
4.0,29.0,0.0,1.0,135990272.0,0.0,0,0,17,0.0,1.0,0.0,0.0,0
4.5,224.0,0.0,3.0,12037230.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,554.0,0.0,1.0,147481600.0,1062.0,0,0,9,1.0,0.0,0.0,0.0,0
4.5,227.0,0.0,1.0,40034304.0,321.0,0,0,12,0.0,0.0,0.0,0.0,1
3.5,8.0,0.0,1.0,2722887.0,0.0,0,0,4,1.0,0.0,0.0,0.0,0
1.5,32.0,2.99,1.0,98489344.0,1264.0,1,0,12,0.0,0.0,0.0,0.0,0
3.0,58.0,0.0,1.0,21657600.0,1039.0,0,0,4,1.0,0.0,0.0,0.0,0
3.5,40.0,0.0,1.0,68644864.0,557.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,736.0,2.99,1.0,367988736.0,503.0,0,0,9,0.0,0.0,0.0,0.0,1
3.0,10.0,0.0,1.0,34119680.0,139.0,0,0,4,0.0,0.0,0.0,0.0,1
2.5,6.0,0.0,5.0,132800512.0,147.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,412.0,0.0,1.0,21464494.0,0.0,0,0,4,0.0,0.0,1.0,0.0,1
4.0,13.0,0.0,25.0,54743040.0,62.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,60.0,0.0,5.0,283066368.0,147.0,0,0,9,0.0,0.0,1.0,0.0,1
4.5,219230.0,0.0,1.0,164150272.0,2185.0,0,0,9,0.0,0.0,1.0,0.0,1
3.5,8.0,0.0,16.0,46927872.0,128.0,0,0,4,0.0,0.0,0.0,0.0,0
3.5,24.0,0.0,1.0,19293184.0,1638.0,0,0,4,0.0,0.0,0.0,1.0,0
4.0,53742.0,0.0,12.0,1647268864.0,1933.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,142.0,0.0,2.0,35196928.0,93.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,114.0,0.0,4.0,93100032.0,2132.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,418.0,0.0,4.0,92577792.0,2132.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,125.0,4.99,1.0,438956032.0,279.0,0,0,12,0.0,0.0,0.0,0.0,0
4.0,17.0,0.0,1.0,444805120.0,2076.0,0,1,12,0.0,0.0,0.0,0.0,1
4.0,25.0,0.0,3.0,84717568.0,799.0,0,0,9,0.0,0.0,0.0,0.0,1
3.5,41.0,0.0,1.0,4648960.0,339.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,5781.0,0.0,1.0,236307456.0,1072.0,0,0,9,0.0,0.0,1.0,0.0,1
5.0,6107.0,0.0,1.0,24571904.0,1185.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,14.0,0.0,2.0,50647040.0,747.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,33.0,0.0,1.0,139075584.0,200.0,0,0,9,0.0,0.0,0.0,0.0,1
3.5,108.0,0.0,1.0,41095168.0,333.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,19424.0,0.0,1.0,72521728.0,2094.0,0,0,4,1.0,0.0,0.0,0.0,1
5.0,38.0,0.0,2.0,44368070.0,19.0,0,0,9,1.0,0.0,0.0,0.0,1
4.5,4906.0,0.0,7.0,130674688.0,448.0,0,0,4,0.0,0.0,1.0,0.0,1
4.0,104.0,0.0,1.0,22941696.0,1040.0,0,0,4,0.0,0.0,0.0,0.0,1
3.5,20.0,0.0,16.0,20168099.0,0.0,0,0,17,0.0,0.0,0.0,0.0,0
4.0,1316.0,0.0,1.0,178354176.0,2224.0,0,0,4,0.0,0.0,0.0,0.0,0
3.5,5.0,0.99,1.0,9358336.0,1253.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,45.0,0.0,1.0,14826496.0,1435.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,13.0,0.0,1.0,8283136.0,2186.0,0,0,4,0.0,0.0,0.0,1.0,0
3.5,74.0,0.0,1.0,5824512.0,69.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,424.0,1.99,10.0,181404672.0,1384.0,0,0,12,0.0,0.0,1.0,0.0,0
4.0,17.0,6.99,1.0,24059904.0,1736.0,0,1,4,0.0,0.0,0.0,0.0,0
3.5,57.0,0.0,18.0,67735552.0,1663.0,0,0,4,0.0,0.0,0.0,1.0,1
4.5,2849.0,0.0,1.0,589216768.0,2268.0,0,0,9,0.0,0.0,0.0,0.0,1
3.0,57.0,0.0,1.0,242867200.0,1182.0,0,0,4,0.0,1.0,0.0,0.0,1
3.0,133.0,0.0,1.0,244915200.0,1214.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,9.0,0.0,1.0,17539957.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,118.0,0.0,2.0,19984384.0,157.0,0,0,12,0.0,1.0,0.0,0.0,1
4.0,3636.0,2.99,1.0,116020224.0,1703.0,0,0,12,0.0,1.0,0.0,0.0,0
4.5,46.0,0.0,1.0,66580480.0,56.0,0,0,9,0.0,1.0,0.0,0.0,0
4.5,3127.0,0.0,1.0,60436480.0,1416.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,5.0,0.0,1.0,5334016.0,911.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,96.0,0.0,1.0,52461568.0,368.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,64.0,0.0,1.0,46350336.0,1591.0,0,1,4,0.0,0.0,0.0,1.0,0
1.0,14.0,2.99,1.0,89304064.0,1255.0,0,0,12,0.0,0.0,0.0,0.0,0
4.5,138.0,0.0,1.0,39649280.0,490.0,0,0,4,0.0,0.0,1.0,0.0,1
3.5,10.0,0.99,1.0,35073024.0,1202.0,0,0,9,0.0,0.0,0.0,0.0,1
3.0,8.0,0.99,1.0,34762752.0,1918.0,0,0,9,0.0,1.0,0.0,0.0,0
3.5,13.0,0.0,1.0,38105088.0,72.0,0,0,9,0.0,1.0,0.0,0.0,0
4.0,526.0,9.99,1.0,3747742720.0,1649.0,0,0,12,0.0,0.0,0.0,0.0,1
4.0,104.0,0.0,32.0,72614912.0,1070.0,0,0,4,0.0,0.0,0.0,1.0,1
4.5,594.0,6.99,5.0,384600064.0,1281.0,0,0,4,0.0,1.0,0.0,0.0,0
4.5,127.0,0.0,1.0,29282304.0,561.0,0,0,12,0.0,0.0,0.0,0.0,1
4.0,6.0,0.99,1.0,10530816.0,1896.0,0,0,4,0.0,1.0,0.0,0.0,0
4.5,1840.0,0.0,1.0,54419456.0,87.0,0,0,17,0.0,0.0,1.0,0.0,1
3.0,30.0,0.0,25.0,64679936.0,2060.0,0,0,4,0.0,0.0,0.0,0.0,0
3.0,9.0,0.0,1.0,170211457.0,0.0,0,0,12,0.0,0.0,0.0,0.0,0
5.0,26.0,0.0,1.0,25455616.0,883.0,0,0,4,1.0,0.0,0.0,0.0,0
4.5,231.0,0.0,8.0,73385984.0,1668.0,0,0,4,0.0,0.0,0.0,0.0,1
3.5,49.0,0.99,22.0,118722560.0,1128.0,0,0,9,0.0,0.0,0.0,1.0,1
4.0,358.0,0.0,1.0,21622784.0,1888.0,0,0,4,0.0,0.0,0.0,1.0,1
4.0,20.0,0.0,1.0,24933376.0,1363.0,0,0,4,0.0,0.0,0.0,0.0,0
3.5,39.0,2.99,1.0,33246208.0,1116.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,311.0,4.99,1.0,9076736.0,1424.0,0,0,9,0.0,0.0,0.0,0.0,1
3.0,5.0,0.0,1.0,24338432.0,0.0,0,0,4,0.0,1.0,0.0,0.0,1
3.0,5.0,0.0,1.0,38436864.0,105.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,10616.0,0.0,1.0,120858624.0,1834.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,1187.0,0.0,1.0,287657984.0,739.0,0,0,12,0.0,0.0,1.0,0.0,0
4.0,8.0,0.0,1.0,24264704.0,1030.0,0,0,4,0.0,1.0,0.0,0.0,1
5.0,6.0,0.0,1.0,136237056.0,14.0,0,0,4,1.0,0.0,0.0,0.0,0
4.0,6.0,0.0,1.0,26591332.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
3.0,27.0,2.99,1.0,11416576.0,1106.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,2425.0,0.0,4.0,480468992.0,357.0,0,0,17,0.0,0.0,1.0,0.0,1
4.5,6370.0,0.0,8.0,85401600.0,154.0,0,0,9,0.0,0.0,0.0,0.0,1
3.0,381.0,0.0,4.0,78164992.0,1266.0,0,0,12,0.0,0.0,0.0,0.0,0
3.0,21.0,0.0,1.0,21156598.0,0.0,0,0,9,0.0,0.0,0.0,0.0,0
3.5,109.0,0.0,1.0,7521280.0,1065.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,1373.0,0.0,1.0,262873088.0,1137.0,0,0,4,0.0,0.0,0.0,1.0,1
4.5,18060.0,0.0,11.0,163481600.0,2079.0,0,0,12,0.0,0.0,1.0,0.0,1
4.5,333.0,0.0,4.0,106330112.0,1783.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,1057.0,0.0,4.0,108011520.0,1783.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,315.0,0.0,9.0,349627392.0,1351.0,0,0,12,0.0,0.0,1.0,0.0,1
5.0,8.0,0.0,1.0,59834368.0,0.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,55.0,0.0,15.0,49163264.0,1554.0,0,0,12,0.0,0.0,1.0,0.0,1
4.0,35.0,8.99,1.0,170409984.0,1516.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,4932.0,0.0,1.0,77506560.0,2159.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,199.0,3.99,1.0,536940544.0,1539.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,91.0,0.0,1.0,59461632.0,759.0,0,0,4,0.0,0.0,0.0,0.0,1
4.0,185.0,4.99,1.0,200384512.0,970.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,10746.0,0.0,6.0,150450176.0,1680.0,0,0,12,0.0,0.0,1.0,0.0,1
4.5,88.0,0.0,1.0,99802112.0,1576.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,19.0,0.0,2.0,18386944.0,74.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,1363.0,2.99,1.0,72884224.0,1351.0,0,0,4,1.0,0.0,0.0,0.0,1
4.0,11.0,0.0,31.0,39395328.0,636.0,0,0,4,1.0,0.0,0.0,0.0,1
3.0,6.0,0.0,2.0,6456320.0,1189.0,0,0,4,0.0,0.0,0.0,1.0,1
4.0,41.0,0.0,1.0,34369536.0,742.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,17303.0,0.0,6.0,282578944.0,64.0,0,0,4,0.0,0.0,1.0,0.0,1
4.5,16409.0,0.0,6.0,185331712.0,0.0,0,0,4,0.0,0.0,1.0,0.0,1
4.5,16409.0,0.0,6.0,185331712.0,0.0,0,0,4,0.0,0.0,1.0,0.0,1
3.5,57.0,0.0,1.0,140725248.0,948.0,0,0,12,0.0,0.0,0.0,0.0,1
4.0,11.0,0.0,1.0,418455552.0,0.0,1,0,9,0.0,0.0,0.0,0.0,1
4.5,47.0,0.0,1.0,170715136.0,225.0,0,0,9,0.0,0.0,1.0,0.0,1
4.0,406.0,0.0,1.0,117933056.0,1751.0,0,0,4,1.0,0.0,0.0,0.0,1
4.5,82.0,0.0,1.0,67432448.0,290.0,0,0,9,0.0,0.0,0.0,0.0,0
4.0,33.0,0.0,2.0,7028736.0,1257.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,244.0,0.0,2.0,9968640.0,1257.0,0,0,4,0.0,0.0,0.0,0.0,0
5.0,994.0,0.0,1.0,78258176.0,772.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,7.0,4.99,1.0,218554368.0,652.0,0,0,17,0.0,0.0,0.0,1.0,0
3.5,7.0,4.99,1.0,218554368.0,652.0,0,0,17,0.0,0.0,0.0,1.0,0
4.5,660.0,0.0,1.0,57310208.0,1577.0,0,0,4,0.0,0.0,0.0,1.0,1
4.0,91.0,0.0,2.0,137818112.0,39.0,0,0,9,0.0,0.0,0.0,0.0,1
4.5,6379.0,0.0,5.0,254709760.0,2064.0,0,0,4,0.0,1.0,0.0,0.0,1
4.0,43.0,0.0,1.0,53153792.0,135.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,48689.0,0.0,12.0,157048832.0,2089.0,0,0,12,0.0,0.0,1.0,0.0,1
4.5,1771.0,0.0,24.0,43383808.0,1441.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,7.0,0.0,1.0,203325440.0,83.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,289.0,0.0,1.0,21864448.0,101.0,0,0,9,1.0,0.0,0.0,0.0,0
4.0,40.0,0.0,1.0,22424576.0,1426.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,28.0,0.0,1.0,38686720.0,93.0,0,0,4,0.0,0.0,0.0,1.0,0
4.5,9.0,0.0,1.0,319844352.0,0.0,0,0,4,0.0,1.0,0.0,0.0,0
4.0,24.0,0.0,23.0,65941504.0,735.0,0,0,4,0.0,0.0,0.0,1.0,0
2.5,7.0,0.0,1.0,25103360.0,1961.0,0,0,12,0.0,0.0,1.0,0.0,0
4.5,129.0,0.0,1.0,49417216.0,1124.0,0,0,4,0.0,0.0,0.0,0.0,1
4.5,6.0,0.0,1.0,14175232.0,2268.0,0,0,4,0.0,0.0,0.0,0.0,0
4.5,43.0,0.0,1.0,102107136.0,1579.0,0,0,12,0.0,0.0,0.0,0.0,1
4.5,941.0,6.99,10.0,196321280.0,1847.0,0,0,17,0.0,0.0,1.0,0.0,0
4.0,5.0,0.0,2.0,1130496.0,190.0,0,0,4,1.0,0.0,0.0,0.0,0
5.0,59.0,8.99,1.0,80726016.0,1922.0,0,0,4,1.0,0.0,0.0,0.0,0
4.5,71.0,1.99,16.0,21385216.0,786.0,0,0,4,1.0,0.0,0.0,0.0,0
3.5,158.0,8.99,2.0,32805888.0,1825.0,0,0,4,0.0,0.0,0.0,0.0,0
4.0,2127.0,6.99,1.0,326702080.0,1400.0,0,0,9,0.0,0.0,0.0,1.0,1
3.0,27.0,0.99,1.0,226448384.0,1527.0,0,0,12,0.0,0.0,1.0,0.0,0
4.5,10336.0,0.0,4.0,80936960.0,274.0,0,0,9,0.0,0.0,1.0,0.0,1
4.0,31.0,0.0,9.0,251715584.0,64.0,0,0,4,0.0,1.0,0.0,0.0,1
4.5,307.0,0.0,6.0,90016768.0,2042.0,0,0,4,1.0,0.0,0.0,0.0,1
3.5,22.0,0.0,1.0,15831040.0,577.0,0,0,4,1.0,0.0,0.0,0.0,1
