ID,Average User Rating,User Rating Count,Price,Developer,Languages,Size,Update_Gap,Name,Subtitle,age_rating,Puzzle,Simulation,Action,Board,In-app Purchases
311456818,3.5,14073.0,0.0,5,13.0,115074048.0,3753.0,0,1,9,0.0,0.0,0.0,0.0,1
1166478926,4.5,8.0,0.0,1,1.0,175254528.0,0.0,0,0,12,0.0,0.0,1.0,0.0,0
1163575738,4.5,47.0,0.0,4,25.0,83177472.0,27.0,0,0,4,0.0,0.0,0.0,0.0,1
1299641878,3.0,33.0,0.0,1,1.0,56179712.0,23.0,0,0,4,0.0,0.0,0.0,0.0,0
1439174122,4.0,51.0,0.0,2,10.0,241057792.0,67.0,0,0,9,0.0,0.0,0.0,0.0,1
916061016,5.0,8.0,0.0,1,1.0,243931136.0,545.0,0,0,9,0.0,0.0,1.0,0.0,1
921557092,3.0,12.0,2.99,2,1.0,92467200.0,1415.0,0,0,4,0.0,0.0,0.0,0.0,1
1056573665,4.0,16.0,0.0,1,1.0,181760000.0,357.0,0,0,12,0.0,0.0,1.0,0.0,0
1174204073,4.0,1907.0,0.0,3,45.0,289563648.0,969.0,0,1,12,0.0,1.0,0.0,0.0,1
638218699,4.0,2425.0,0.0,1,4.0,480468992.0,357.0,0,0,17,0.0,0.0,1.0,0.0,1
952367795,4.5,310.0,0.0,2,1.0,147851264.0,334.0,0,0,9,0.0,0.0,1.0,0.0,1
1185351763,4.5,32.0,0.0,7,1.0,122772480.0,32.0,0,0,17,0.0,0.0,0.0,0.0,1
1190815527,4.5,49.0,0.0,4,1.0,179817472.0,674.0,0,0,12,0.0,0.0,0.0,0.0,1
1001897083,4.5,24.0,0.0,1,1.0,337846272.0,14.0,0,0,4,1.0,0.0,0.0,0.0,1
1366435109,4.5,8.0,0.0,3,1.0,104988672.0,434.0,0,1,4,1.0,0.0,0.0,0.0,1
569502850,4.0,21.0,4.99,8,1.0,92723200.0,1505.0,0,0,9,0.0,1.0,0.0,0.0,0
1272632812,4.0,10.0,2.99,2,1.0,403254272.0,46.0,0,1,12,0.0,0.0,1.0,0.0,0
594636874,4.0,98.0,0.99,1,1.0,6413312.0,2191.0,0,0,4,1.0,0.0,0.0,0.0,0
1199292766,5.0,75.0,0.0,6,1.0,81884160.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
1263900686,4.5,77.0,0.0,1,2.0,351533056.0,243.0,0,0,17,0.0,0.0,1.0,0.0,1
491983886,3.0,17.0,0.0,1,1.0,56981504.0,2135.0,1,0,9,0.0,1.0,0.0,0.0,0
890825023,4.5,727.0,0.0,1,1.0,143720448.0,447.0,0,0,12,0.0,0.0,1.0,0.0,1
296756437,3.5,5488.0,0.99,4,6.0,5874688.0,3795.0,0,0,4,0.0,0.0,0.0,1.0,0
579721088,4.5,4224.0,0.0,3,2.0,58114048.0,1795.0,0,0,4,0.0,1.0,0.0,0.0,1
498226132,4.0,246.0,0.0,115,1.0,28368896.0,966.0,0,0,9,0.0,0.0,0.0,0.0,1
1447088015,4.5,916.0,0.0,2,2.0,432026624.0,118.0,0,0,4,0.0,0.0,0.0,0.0,1
937166373,5.0,66.0,0.0,1,1.0,100673536.0,745.0,0,0,9,1.0,0.0,0.0,0.0,1
1010849769,4.0,3561.0,0.0,1,1.0,614406144.0,1185.0,0,0,4,0.0,1.0,0.0,0.0,1
929364057,3.5,15.0,0.0,18,1.0,16793600.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
1453965825,3.0,10.0,0.0,11,1.0,282004480.0,13.0,0,0,4,0.0,0.0,0.0,0.0,1
540954420,4.5,8.0,0.0,4,2.0,25691394.0,0.0,0,0,4,0.0,0.0,0.0,1.0,1
626126009,4.0,25.0,0.0,6,3.0,84717568.0,799.0,0,0,9,0.0,0.0,0.0,0.0,1
1145825212,4.5,8.0,0.0,1,1.0,244931584.0,980.0,0,0,9,1.0,0.0,0.0,0.0,0
1228095197,4.5,3554.0,0.0,3,1.0,70249472.0,431.0,0,0,4,1.0,0.0,0.0,0.0,0
564769273,4.0,1737.0,0.0,7,22.0,216788992.0,2456.0,0,0,4,0.0,1.0,0.0,0.0,1
892955084,4.5,3272.0,0.0,2,1.0,29451264.0,1791.0,0,1,4,0.0,0.0,0.0,0.0,1
1079395220,5.0,5834.0,0.0,1,6.0,274382848.0,465.0,0,0,9,0.0,0.0,0.0,0.0,1
1456341465,5.0,11.0,0.0,1,1.0,65680384.0,79.0,0,0,4,0.0,0.0,0.0,0.0,0
1199802145,4.0,21.0,5.99,3,1.0,408659968.0,65.0,0,0,12,0.0,0.0,1.0,0.0,0
523430447,3.5,467.0,0.0,2,1.0,37251072.0,1845.0,0,0,9,0.0,0.0,0.0,1.0,0
1018561448,4.5,13.0,0.0,7,2.0,10842112.0,0.0,1,0,4,0.0,0.0,0.0,0.0,1
734800854,4.5,429.0,0.0,2,1.0,367843328.0,1451.0,0,0,12,1.0,0.0,0.0,0.0,1
1342462183,5.0,210.0,0.0,1,1.0,138902528.0,516.0,1,0,4,0.0,0.0,0.0,0.0,1
797072099,4.5,430.0,0.0,11,11.0,195461120.0,1811.0,0,0,4,0.0,0.0,0.0,0.0,1
1313190924,4.5,16.0,3.99,8,1.0,19463168.0,15.0,1,0,9,0.0,1.0,0.0,0.0,0
952769097,4.5,22.0,0.0,15,1.0,9363456.0,1038.0,0,0,4,0.0,0.0,0.0,0.0,0
918246532,3.0,7.0,0.0,1,1.0,7233536.0,0.0,0,0,4,1.0,0.0,0.0,0.0,1
1443145600,4.5,11.0,0.0,1,1.0,17221632.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
1116164772,4.0,4739.0,0.0,1,1.0,53370880.0,368.0,0,0,4,0.0,0.0,1.0,0.0,0
996329936,3.5,32.0,0.0,7,2.0,10166272.0,0.0,0,0,4,0.0,0.0,0.0,1.0,0
1175843956,5.0,49.0,0.0,1,1.0,94694400.0,22.0,0,0,4,0.0,1.0,0.0,0.0,1
1434146016,5.0,326.0,0.0,1,1.0,156010496.0,244.0,0,0,4,1.0,0.0,0.0,0.0,1
914444499,4.0,55.0,0.0,6,5.0,116170752.0,364.0,0,0,12,0.0,0.0,0.0,0.0,1
1222628083,3.5,131.0,0.0,10,16.0,46710784.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0
944833124,4.5,77.0,0.0,1,1.0,9433088.0,82.0,0,0,9,0.0,0.0,0.0,0.0,0
997323990,5.0,1951.0,0.0,1,3.0,192003072.0,1438.0,0,0,12,0.0,0.0,0.0,0.0,1
556666026,4.5,7474.0,4.99,5,1.0,388883456.0,1700.0,0,0,9,0.0,0.0,1.0,0.0,1
878056771,4.5,25.0,0.0,36,11.0,244183040.0,72.0,0,0,4,0.0,0.0,0.0,0.0,0
1086524892,4.0,11.0,0.0,2,1.0,17782784.0,1233.0,0,0,4,1.0,0.0,0.0,0.0,0
1275968533,5.0,8.0,0.0,1,1.0,97018880.0,7.0,0,0,4,1.0,0.0,0.0,0.0,1
1291766350,4.5,38.0,0.0,1,1.0,49048576.0,372.0,0,0,4,0.0,1.0,0.0,0.0,1
1462374637,2.5,6.0,0.0,18,16.0,38032384.0,30.0,0,0,4,1.0,0.0,0.0,0.0,1
989061025,4.0,228.0,0.0,1,12.0,111524864.0,584.0,0,0,4,1.0,0.0,0.0,0.0,1
1369491820,4.5,32.0,0.0,1,1.0,13496320.0,25.0,0,0,4,1.0,0.0,0.0,0.0,0
1235014422,5.0,58.0,0.0,1,1.0,279552000.0,212.0,0,0,12,0.0,0.0,0.0,0.0,1
291723451,2.0,30.0,0.99,1,1.0,4341760.0,3825.0,0,0,9,0.0,0.0,0.0,0.0,0
917704350,3.5,162.0,0.0,9,1.0,16644096.0,793.0,1,0,4,1.0,0.0,0.0,0.0,1
1058526204,4.5,30706.0,0.0,1,1.0,246902784.0,1141.0,0,0,12,0.0,1.0,0.0,0.0,1
1230344867,4.5,24.0,0.0,1,1.0,173745152.0,89.0,0,0,4,0.0,0.0,0.0,0.0,1
685939477,4.0,22.0,0.0,11,8.0,80035840.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1
1238601781,5.0,77.0,0.0,1,1.0,250686464.0,395.0,0,0,4,0.0,0.0,0.0,1.0,1
348795059,4.0,342.0,0.0,1,1.0,19326976.0,2887.0,0,0,9,0.0,0.0,1.0,0.0,0
721838845,4.5,66.0,0.0,2,1.0,102670336.0,503.0,0,0,4,0.0,0.0,1.0,0.0,1
1233312899,4.5,269.0,0.0,9,1.0,30856192.0,806.0,0,0,4,0.0,0.0,1.0,0.0,1
1338700502,4.5,68.0,0.0,4,1.0,265133056.0,80.0,0,0,4,0.0,0.0,0.0,0.0,1
691114891,3.0,21.0,0.0,2,1.0,35332096.0,232.0,1,0,4,0.0,0.0,0.0,0.0,0
1403717238,4.5,226.0,0.0,1,6.0,255484928.0,61.0,0,0,9,0.0,0.0,0.0,0.0,1
560969468,4.5,103.0,0.0,9,15.0,30745600.0,2061.0,0,0,4,0.0,1.0,0.0,0.0,1
