ID,Average User Rating,User Rating Count,Price,Languages,Size,Update_Gap,Name,Subtitle,age_rating,Puzzle,Simulation,Action,Board,In-app Purchases,age_range,size_range
900003022,0,7.0,0.0,1.0,109518848.0,77.0,0,0,9,1.0,0.0,0.0,0.0,1,0,2
368167255,0,7.0,0.99,1.0,6987776.0,2368.0,0,0,9,1.0,0.0,0.0,0.0,0,0,0
1463183432,0,5.0,0.0,1.0,112525312.0,0.0,0,0,4,0.0,1.0,0.0,0.0,1,0,2
358617686,1,28.0,2.99,2.0,23948288.0,3073.0,0,0,4,0.0,0.0,0.0,1.0,1,0,0
1449138858,1,5.0,0.0,1.0,20988928.0,0.0,0,0,4,0.0,0.0,0.0,0.0,1,0,0
1407458553,0,198.0,0.0,1.0,374079488.0,106.0,0,0,9,0.0,0.0,1.0,0.0,1,0,7
486692195,0,277.0,0.0,10.0,31711232.0,937.0,0,0,4,0.0,0.0,0.0,0.0,1,0,1
1455290147,1,7.0,0.0,1.0,33112064.0,10.0,0,0,4,1.0,0.0,0.0,0.0,0,0,1
624533261,1,219230.0,0.0,1.0,164150272.0,2185.0,0,0,9,0.0,0.0,1.0,0.0,1,0,3
1200317782,0,7.0,0.0,1.0,14828544.0,0.0,0,0,4,1.0,0.0,0.0,0.0,1,0,0
1321606577,1,146729.0,0.0,13.0,296638464.0,585.0,0,0,12,0.0,1.0,0.0,0.0,1,0,6
410204657,1,21.0,0.0,1.0,2703360.0,1126.0,0,0,4,0.0,0.0,0.0,0.0,0,0,0
483581471,0,13.0,0.0,9.0,37378048.0,1922.0,0,0,4,0.0,0.0,0.0,1.0,0,0,1
1461735995,1,10.0,0.0,1.0,213196800.0,44.0,0,0,4,0.0,1.0,0.0,0.0,1,0,4
682286754,0,13.0,0.0,16.0,22233088.0,244.0,1,0,4,1.0,0.0,0.0,0.0,0,0,0
670209613,0,169.0,0.0,2.0,116570112.0,1573.0,0,0,12,0.0,0.0,0.0,0.0,1,0,2
1268864746,1,41.0,0.0,1.0,148193280.0,292.0,0,0,4,0.0,0.0,0.0,0.0,1,0,3
1161538963,1,17.0,9.99,1.0,186055680.0,0.0,0,0,12,0.0,0.0,0.0,0.0,0,0,4
367107953,0,129759.0,0.0,1.0,105713664.0,1192.0,0,0,4,0.0,1.0,0.0,0.0,1,0,2
406748411,1,552.0,0.99,1.0,102590464.0,2590.0,0,0,4,0.0,0.0,0.0,0.0,0,0,2
610277867,0,26.0,0.0,1.0,11675648.0,1464.0,0,0,4,0.0,0.0,0.0,0.0,0,0,0
512174884,1,14698.0,0.0,1.0,182095872.0,1987.0,0,0,12,0.0,0.0,0.0,0.0,1,0,4
453216093,1,8.0,3.99,6.0,116333568.0,2577.0,0,0,4,1.0,0.0,0.0,0.0,0,0,2
