,Average User Rating,User Rating Count,Price,In-app Purchases,Languages,Size,Update_Gap,Name,Subtitle,age_rating,GenreList,Puzzle,Simulation,Action,Board
3195,4,186,0,,1,133128192,153 days 00:00:00.000000000,1,0,4,    Action  ,0,0,1,0
3196,4.5,29,0,,2,6525952,1125 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
3197,4.5,2345,3.99,,1,293021696,854 days 00:00:00.000000000,0,0,9,    Simulation,0,1,0,0
3198,5,5,0.99,,1,10087424,1134 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
3199,4.5,427,0,2.99,1,149953536,1184 days 00:00:00.000000000,0,0,4,    Card  ,0,0,0,0
3200,4.5,14,0,1.99,1,240462848,1783 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
3201,4.5,8532,0,"2.99, 4.99, 4.99, 19.99, 9.99",1,270158848,514 days 00:00:00.000000000,0,0,12,    Simulation,0,1,0,0
3202,5,14,0,2.99,1,13103104,0 days 00:00:00.000000000,0,0,4,  Role Playing    ,0,0,0,0
3203,4,55,0,"0.99, 2.99, 4.99, 19.99, 4.99, 9.99, 9.99, 19.99, 2.99, 4.99",5,116170752,364 days 00:00:00.000000000,0,0,12,  Role Playing    ,0,0,0,0
3204,4,8,0,"2.99, 0.99, 0.99",1,70080512,229 days 00:00:00.000000000,0,0,4,      Casual,0,0,0,0
3205,4,15,0,,1,9887744,0 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
3206,3.5,27,0,"0.99, 3.99, 0.99, 14.99, 12.99, 29.99, 7.99, 4.99, 94.99, 74.99",10,223562752,577 days 00:00:00.000000000,0,1,4,      Simulation,0,1,0,0
3207,4.5,5,3.99,,1,297574400,1530 days 00:00:00.000000000,0,0,9,  Role Playing    ,0,0,0,0
3208,4.5,7,0,0.99,1,47357952,24 days 00:00:00.000000000,0,0,4,  Casual  ,0,0,0,0
3209,5,137,0,,1,409246720,804 days 00:00:00.000000000,0,0,12,  Role Playing  Social Networking  ,0,0,0,0
3210,4.5,27,0,,1,19038208,257 days 00:00:00.000000000,0,0,4,    Sports  Sports,0,0,0,0
3211,3.5,5,0,2.99,1,118333440,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
3212,5,13,0,,1,8335360,45 days 00:00:00.000000000,0,0,4,  Casual    ,0,0,0,0
3213,3.5,33,0,,16,14254080,0 days 00:00:00.000000000,0,0,17,    Action,0,0,1,0
3214,4,166,9.99,,9,93313024,1534 days 00:00:00.000000000,0,1,12,  Board    ,0,0,0,1
3215,3.5,8,0,"0.99, 1.99, 4.99, 9.99",7,83795968,0 days 00:00:00.000000000,0,0,9,      Role Playing,0,0,0,0
3216,2.5,5,0,,1,77234176,0 days 00:00:00.000000000,0,0,4,    Sports  ,0,0,0,0
3217,3,5,0,"0.99, 6.99",1,269214720,576 days 00:00:00.000000000,0,0,9,    Casual  ,0,0,0,0
3218,5,5,0,,1,3612672,0 days 00:00:00.000000000,0,0,4,    Adventure  ,0,0,0,0
3219,5,8,0,"19.99, 9.99, 4.99",1,243931136,545 days 00:00:00.000000000,0,0,9,      Action,0,0,1,0
3220,4.5,153,5.99,,1,91333632,7 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
3221,4.5,27,0,1.99,1,73509888,1047 days 00:00:00.000000000,0,0,4,  Puzzle    Travel,1,0,0,0
3222,3.5,24,0,1.99,1,22254592,315 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
3223,4.5,28,0,,1,38469632,346 days 00:00:00.000000000,1,0,4,  Puzzle  ,1,0,0,0
3224,4,62,0,,1,22261760,14 days 00:00:00.000000000,0,0,17,    Puzzle  ,1,0,0,0
3225,3.5,54,0,"0.99, 1.99, 8.99, 19.99, 69.99",8,421637120,1058 days 00:00:00.000000000,0,1,12,      Role Playing,0,0,0,0
3226,4,116,0,"8.99, 2.99, 3.99, 17.99, 3.99, 3.99, 44.99, 89.99",9,275912704,569 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
3227,3.5,5,0,,3,17827840,1127 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
3228,4.5,3818,0,"0.99, 9.99, 99.99, 19.99, 4.99, 49.99, 9.99, 7.99, 99.99, 19.99, 9.99",1,235304960,1666 days 00:00:00.000000000,0,0,9,    Action,0,0,1,0
3229,3,47,0,,16,27856896,12 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
3230,4,8,0,,1,25193472,543 days 00:00:00.000000000,0,0,9,      Card,0,0,0,0
3231,4,19,0,,1,12504064,816 days 00:00:00.000000000,0,0,4,  Adventure  ,0,0,0,0
3232,4,83,19.99,9.99,1,595460096,161 days 00:00:00.000000000,0,0,12,  Reference  Board  ,0,0,0,1
3233,5,12,0,"0.99, 0.99",1,33964032,26 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
3234,4.5,6,0,,1,38662144,508 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
3235,2.5,11,0,2.99,1,18526208,0 days 00:00:00.000000000,1,0,4,    Adventure  ,0,0,0,0
3236,4.5,12,0,2.99,1,45015040,0 days 00:00:00.000000000,0,0,4,  Casual  Sports  ,0,0,0,0
3237,4,9,0,,1,69468160,489 days 00:00:00.000000000,0,0,4,      Casual,0,0,0,0
3238,4,5,0,"0.99, 0.99",2,29645824,1336 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
3239,4,28,0,"0.99, 4.99, 4.99, 4.99, 0.99, 0.99, 4.99, 2.99",31,63180800,118 days 00:00:00.000000000,1,0,4,  Action    ,0,0,1,0
3240,3.5,162,0,"1.99, 1.99, 7.99, 2.99, 4.99, 3.99",1,16644096,793 days 00:00:00.000000000,1,0,4,  Puzzle    ,1,0,0,0
3241,4.5,52,0,,1,186358784,1658 days 00:00:00.000000000,0,0,4,    Education  Puzzle,1,0,0,0
3242,4,25,0,"0.99, 1.99",1,129908736,0 days 00:00:00.000000000,1,0,4,  Casual    ,0,0,0,0
3243,3.5,10,0,0.99,1,34522112,995 days 00:00:00.000000000,0,0,4,    Adventure,0,0,0,0
3244,4,5,0,,1,24961024,1127 days 00:00:00.000000000,0,0,4,  Music  ,0,0,0,0
3245,4.5,10639,0,"1.99, 2.99, 4.99, 3.99, 1.99, 19.99, 1.99, 11.99, 19.99, 0.99",1,104026112,746 days 00:00:00.000000000,0,0,9,  Simulation    ,0,1,0,0
3246,5,41,0,,22,93784064,505 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
3247,3,7,0,"0.99, 0.99, 4.99, 1.99, 3.99, 2.99",1,7233536,0 days 00:00:00.000000000,0,0,4,    Puzzle  Finance,1,0,0,0
3248,5,8,0,,1,83041280,283 days 00:00:00.000000000,0,0,4,    Utilities  Board,0,0,0,1
3249,4.5,5,0,"1.99, 3.99, 0.99, 0.99, 0.99, 0.99",1,16171008,0 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
3250,4.5,299,0,"0.99, 9.99, 0.99, 2.99, 2.99, 0.99, 1.99, 2.99, 1.99, 0.99",5,175456256,1646 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
3251,4.5,7,0,1.99,1,6803456,0 days 00:00:00.000000000,0,0,4,  Puzzle    Lifestyle,1,0,0,0
3252,2.5,11,0,,16,41417728,994 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
3253,4.5,20,0,0.99,1,17698816,26 days 00:00:00.000000000,0,0,4,  Casual    Music,0,0,0,0
3254,3,46,4.99,,1,405257216,729 days 00:00:00.000000000,0,0,12,  Action  ,0,0,1,0
3255,2.5,8,0,,2,23543808,1130 days 00:00:00.000000000,0,0,4,  Adventure    Utilities,0,0,0,0
3256,4.5,12,0,"5.99, 0.99",1,14524416,42 days 00:00:00.000000000,1,0,4,  Puzzle    ,1,0,0,0
3257,4.5,20,0,"1.99, 4.99, 4.99, 4.99, 19.99, 1.99, 1.99, 19.99",1,47398912,258 days 00:00:00.000000000,0,0,4,    Action  ,0,0,1,0
3258,4.5,26,0,2.99,1,50188288,0 days 00:00:00.000000000,0,0,4,    ,0,0,0,0
3259,4,13,0,,1,11427840,0 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
3260,4.5,66,0,8.99,1,156635136,867 days 00:00:00.000000000,0,0,4,      Board,0,0,0,1
3261,4.5,6,0,0.99,1,11038720,91 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
3262,4.5,15,0,,1,10358784,0 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
3263,4.5,64,0,"3.99, 8.99, 9.99, 1.99, 19.99, 3.99, 4.99, 0.99, 3.99, 1.99",9,270176256,1362 days 00:00:00.000000000,0,0,4,  Sports  Sports  ,0,0,0,0
3264,4,6,0,,31,10813440,0 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
3265,4.5,240990,0,"19.99, 9.99, 4.99, 1.99, 99.99, 49.99, 10.99, 4.99, 19.99, 7.99",15,180575232,1336 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
3266,4,99,0,"5.99, 2.99, 2.99, 2.99, 2.99",1,95541248,1462 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
3267,4,92,3.99,"6.99, 3.99, 3.99",1,166512640,154 days 00:00:00.000000000,0,0,12,    Adventure,0,0,0,0
3268,3,12,2.99,"2.99, 0.99, 1.99",1,92467200,1415 days 00:00:00.000000000,0,0,4,  Sports    ,0,0,0,0
3269,4.5,122,0,"4.99, 0.99, 19.99, 9.99, 4.99, 39.99, 3.99, 9.99, 1.99, 99.99",1,150720512,888 days 00:00:00.000000000,0,0,12,    Action,0,0,1,0
3270,4.5,10,0,,1,66669568,455 days 00:00:00.000000000,0,0,4,  Health   Fitness  Puzzle  ,1,0,0,0
3271,3.5,6,0,"0.99, 4.99, 2.99, 20.99, 2.99, 12.99, 7.99",1,188728320,1002 days 00:00:00.000000000,0,0,4,    Role Playing,0,0,0,0
3272,4,11,0,"3.99, 0.99, 0.99, 0.99, 0.99, 1.99",2,28864512,1460 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
3273,3.5,5,0,2.99,1,85836800,960 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
3274,2.5,14,0,"2.99, 1.99, 2.99, 2.99, 6.99, 0.99",1,5353472,0 days 00:00:00.000000000,0,0,9,  Casual    ,0,0,0,0
3275,4,513,4.99,,1,91111424,1121 days 00:00:00.000000000,0,0,9,  Adventure  ,0,0,0,0
3276,4.5,336,0,"1.99, 4.99, 9.99, 19.99, 49.99",25,68440064,217 days 00:00:00.000000000,0,0,4,    Family,0,0,0,0
3277,4.5,49997,0,"9.99, 4.99, 19.99, 9.99, 99.99, 49.99, 5.99, 0.99, 19.99, 3.99",1,222146560,1581 days 00:00:00.000000000,0,1,12,    Action  ,0,0,1,0
3278,4,73,0,"0.99, 4.99, 2.99",1,42507264,705 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
3279,2.5,31,0,"1.99, 4.99, 29.99, 4.99, 14.99, 99.99, 74.99",1,77477888,390 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
3280,4.5,1976,0,"1.99, 9.99, 19.99, 0.99, 9.99, 49.99, 0.99, 11.99, 6.99, 4.99",16,229137408,1353 days 00:00:00.000000000,0,1,4,    Puzzle  ,1,0,0,0
3281,4,6,0,"2.99, 0.99, 1.99, 2.99, 3.99, 4.99, 5.99",1,32423936,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
3282,4.5,5,0,2.99,1,32743424,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
3283,4,10,0,"0.99, 0.99, 1.99, 1.99, 0.99, 1.99, 1.99",27,37484544,1153 days 00:00:00.000000000,0,0,4,    Music  ,0,0,0,0
3284,3.5,47,0,"4.99, 12.99, 39.99, 22.99, 2.99, 14.99, 2.99, 2.99, 9.99, 2.99",5,201122816,434 days 00:00:00.000000000,0,0,9,  Card  ,0,0,0,0
3285,3,11,3.99,,1,225394688,1494 days 00:00:00.000000000,0,0,12,  Board  ,0,0,0,1
3286,4.5,18,0,,1,16499712,1033 days 00:00:00.000000000,0,0,4,  Trivia  Productivity  ,0,0,0,0
3287,4.5,17,0,"1.99, 1.99",1,48320512,152 days 00:00:00.000000000,0,0,4,  Adventure    ,0,0,0,0
3288,4.5,5,0,,1,420857856,1317 days 00:00:00.000000000,0,0,9,    Education,0,0,0,0
3289,4,74,0,"4.99, 9.99, 18.99",1,60383232,150 days 00:00:00.000000000,0,0,12,    Role Playing  ,0,0,0,0
3290,4.5,7,0,2.99,1,54874112,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
3291,3.5,5,0,2.99,1,29376512,0 days 00:00:00.000000000,0,0,4,    Role Playing,0,0,0,0
3292,4.5,64,3.99,,1,63550464,723 days 00:00:00.000000000,0,0,4,  Education  ,0,0,0,0
3293,2.5,6,0,"1.99, 4.99, 2.99, 8.99, 16.99",1,382920704,620 days 00:00:00.000000000,0,0,12,    Action  ,0,0,1,0
3294,4,71,0,"2.99, 3.99, 3.99, 0.99, 0.99, 1.99, 1.99",3,124926976,1578 days 00:00:00.000000000,0,0,4,    Word  ,0,0,0,0
3295,4,687,0,"4.99, 19.99, 99.99, 49.99, 4.99, 4.99, 19.99, 9.99, 19.99, 99.99",11,97016832,1385 days 00:00:00.000000000,0,0,12,      Role Playing,0,0,0,0
3296,4.5,3245,0,,1,30183424,997 days 00:00:00.000000000,0,0,9,    Casual  ,0,0,0,0
3297,3.5,23,0,,1,244293632,119 days 00:00:00.000000000,0,0,9,      Adventure,0,0,0,0
3298,4.5,8,0,3.99,1,77360128,1672 days 00:00:00.000000000,0,0,17,Books    Role Playing  ,0,0,0,0
3299,4.5,2512,0,"4.99, 4.99, 9.99, 11.99, 29.99, 99.99, 4.99, 11.99, 2.99, 4.99, 99.99, 9.99, 29.99, 4.99, 19.99, 7.99",18,220811264,1429 days 00:00:00.000000000,0,0,9,    Simulation  ,0,1,0,0
3300,5,5,0,,16,28545024,324 days 00:00:00.000000000,0,0,4,    Puzzle  Lifestyle,1,0,0,0
3301,2.5,23,0,,7,10752000,0 days 00:00:00.000000000,0,0,4,Utilities  Adventure    ,0,0,0,0
3302,4.5,2336,0,"4.99, 9.99, 19.99, 0.99, 2.99, 34.99, 0.99, 99.99, 49.99, 99.99",15,112144384,112 days 00:00:00.000000000,0,0,12,    Action  ,0,0,1,0
3303,4.5,208,0.99,"4.99, 0.99, 1.99",1,83895296,1533 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
3304,4.5,6,0,,1,7426048,0 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
3305,4.5,207,0,"1.99, 0.99",1,35860480,411 days 00:00:00.000000000,0,0,4,      Adventure,0,0,0,0
3306,4.5,122,0,"19.99, 3.99, 4.99, 8.99, 8.99, 39.99, 0.99, 1.99, 1.99, 2.99",9,266739712,1349 days 00:00:00.000000000,0,0,4,    Sports  Sports,0,0,0,0
3307,4,107,4.99,"6.99, 6.99",1,708505600,249 days 00:00:00.000000000,0,0,12,    Board,0,0,0,1
3308,3.5,11,0,,2,48814080,1717 days 00:00:00.000000000,0,0,9,      Card,0,0,0,0
3309,3.5,34,0,"99.99, 19.99, 49.99, 4.99, 9.99, 2.99",5,64036864,497 days 00:00:00.000000000,0,0,4,  Role Playing  ,0,0,0,0
3310,4,12,0,"0.99, 2.99, 0.99, 0.99",1,251109376,636 days 00:00:00.000000000,0,0,4,  Education  Adventure  ,0,0,0,0
3311,4.5,1175,0,"9.99, 4.99, 2.99, 2.99, 29.99, 9.99, 49.99, 99.99, 29.99, 2.99",1,43827200,79 days 00:00:00.000000000,0,0,9,    Role Playing,0,0,0,0
3312,4.5,1675,0,"1.99, 4.99, 9.99, 1.99, 4.99, 19.99, 9.99, 19.99, 49.99, 49.99",1,80985088,1695 days 00:00:00.000000000,0,1,4,      Simulation,0,1,0,0
3313,3.5,12,0,,1,42778624,99 days 00:00:00.000000000,0,0,4,    Education,0,0,0,0
3314,4.5,30,0,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 3.99, 5.99",1,27373568,0 days 00:00:00.000000000,0,0,4,    ,0,0,0,0
3315,4,7,0,,1,49222656,1493 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
3316,5,6,0,,1,5701632,55 days 00:00:00.000000000,0,0,4,    Health   Fitness,0,0,0,0
3317,2.5,6,0.99,,1,115379200,1416 days 00:00:00.000000000,0,0,4,  Racing    ,0,0,0,0
3318,5,30,0,"0.99, 7.99, 1.99, 3.99, 39.99, 19.99",1,824496128,1656 days 00:00:00.000000000,0,0,12,  Action    ,0,0,1,0
3319,5,22,4.99,,1,82633728,348 days 00:00:00.000000000,0,0,4,Education      Puzzle,1,0,0,0
3320,4,12,0,"19.99, 4.99, 9.99, 99.99, 49.99, 4.99, 19.99, 0.99, 9.99, 99.99",11,112150528,1283 days 00:00:00.000000000,0,0,12,  Role Playing  ,0,0,0,0
3321,4.5,7,0,"0.99, 0.99",1,23445504,443 days 00:00:00.000000000,0,0,4,  Puzzle    Lifestyle,1,0,0,0
3322,4.5,737,0,"4.99, 1.99, 1.99, 4.99, 4.99, 9.99, 9.99, 9.99, 19.99, 19.99",3,120431616,1673 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
3323,4,8,0,0.99,1,41799680,211 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
3324,3.5,15,0,2.99,1,16793600,0 days 00:00:00.000000000,0,0,4,  Family  ,0,0,0,0
3325,3.5,841,0,,1,164883456,1298 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
3326,4,661,0,"9.99, 4.99, 1.99, 4.99, 2.99, 9.99, 9.99, 0.99, 9.99, 24.99",1,332187648,429 days 00:00:00.000000000,0,1,12,  Simulation  ,0,1,0,0
3327,4,99,0,,1,31427584,1395 days 00:00:00.000000000,0,1,17,  Casual  ,0,0,0,0
3328,1.5,11,4.99,,14,57190400,613 days 00:00:00.000000000,0,0,4,Utilities  Role Playing    ,0,0,0,0
3329,4.5,171,0,"1.99, 1.99, 0.99",1,13809664,1054 days 00:00:00.000000000,0,0,4,  Word  ,0,0,0,0
3330,4.5,1886,0,"9.99, 2.99, 9.99, 19.99, 9.99, 1.99, 9.99, 2.99, 2.99, 59.99",5,120025088,1634 days 00:00:00.000000000,0,0,4,  Sports    Card,0,0,0,0
3331,4.5,17,8.99,,1,156635136,855 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
3332,2,5,0,"31.99, 6.99",2,9411584,1578 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
3333,4.5,931,0,"3.99, 8.99, 4.99, 19.99, 0.99, 2.99, 8.99, 1.99, 1.99, 3.99",9,446595072,1545 days 00:00:00.000000000,0,1,4,    Sports  Sports,0,0,0,0
3334,5,5,0,,15,56691712,1253 days 00:00:00.000000000,0,1,4,  Education  Puzzle  ,1,0,0,0
3335,4.5,12,1.99,,1,36426752,1053 days 00:00:00.000000000,0,0,4,    Business  Trivia,0,0,0,0
3336,5,5,0,,31,10067968,176 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
3337,5,20,0,,1,5697536,10 days 00:00:00.000000000,0,0,4,      Board,0,0,0,1
3338,4.5,1457,0,"6.99, 1.99, 1.99, 13.99, 6.99, 1.99, 4.99, 1.99, 4.99, 9.99",8,216923136,1521 days 00:00:00.000000000,0,0,4,    Adventure  ,0,0,0,0
3339,3.5,52,5.99,,1,202891264,345 days 00:00:00.000000000,0,0,12,  Board    ,0,0,0,1
3340,4,11,0,"9.99, 5.99, 2.99, 28.99, 16.99",1,627212288,295 days 00:00:00.000000000,0,0,12,    Action,0,0,1,0
3341,3.5,115,6.99,2.99,1,865808384,1009 days 00:00:00.000000000,0,0,9,  Board  ,0,0,0,1
3342,2,18,0,,1,16246784,1480 days 00:00:00.000000000,0,0,4,  Utilities  Board  ,0,0,0,1
3343,4,17,0,"0.99, 2.99, 1.99, 3.99, 7.99, 0.99, 16.99, 15.99, 1.99, 6.99",2,23625728,54 days 00:00:00.000000000,0,0,9,    Role Playing  ,0,0,0,0
3344,4,51,0,"0.99, 0.99",1,159379456,4 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
3345,4.5,47,0,"3.99, 8.99, 8.99, 2.99, 19.99, 1.99, 1.99, 4.99, 3.99, 4.99",9,277585920,1349 days 00:00:00.000000000,0,0,4,  Sports  Sports  ,0,0,0,0
3346,4.5,2433,0,"2.99, 4.99, 6.99, 17.99, 21.99, 6.99, 10.99, 2.99, 0.99",7,135680000,1105 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
3347,4.5,25757,0,"19.99, 4.99, 9.99, 49.99, 99.99, 1.99, 4.99, 0.99, 4.99, 2.99",10,378431488,992 days 00:00:00.000000000,0,0,9,    Role Playing  ,0,0,0,0
3348,4.5,205,5.99,,3,298156032,1296 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
3349,4,896,0,"1.99, 4.99, 9.99, 1.99, 9.99, 2.99, 19.99, 9.99, 9.99, 1.99",9,102680576,1486 days 00:00:00.000000000,0,1,12,    Board  ,0,0,0,1
3350,4.5,96,0,2.99,2,68034560,0 days 00:00:00.000000000,0,0,4,    Casual,0,0,0,0
3351,5,21,0,,1,34716672,830 days 00:00:00.000000000,0,0,4,  Casual  ,0,0,0,0
3352,4,149,1.99,"0.99, 0.99, 0.99",1,82124800,186 days 00:00:00.000000000,0,0,12,  Action    ,0,0,1,0
3353,3.5,33,0,"0.99, 0.99, 0.99, 0.99, 0.99",1,9638912,464 days 00:00:00.000000000,0,0,4,  Casual    ,0,0,0,0
3354,4,12,0,,1,12496896,520 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
3355,4,47,0,"2.99, 0.99",1,19337216,0 days 00:00:00.000000000,1,0,9,    Casual  ,0,0,0,0
3356,5,5,2.99,,1,39744512,842 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
3357,4.5,179,0,"1.99, 2.99, 0.99, 1.99, 0.99, 0.99, 0.99, 0.99",1,115552256,509 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
3358,3.5,9,0,"0.99, 0.99, 0.99",1,16297984,621 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
3359,5,495,9.99,,1,766313472,122 days 00:00:00.000000000,0,1,12,  Role Playing    ,0,0,0,0
3360,4.5,57,0,,1,24712192,483 days 00:00:00.000000000,0,0,4,    Word  ,0,0,0,0
3361,4,850,0,"99.99, 4.99, 9.99, 19.99, 49.99",45,194698240,1186 days 00:00:00.000000000,0,0,9,    Role Playing  Social Networking,0,0,0,0
3362,3.5,29070,0,"19.99, 19.99, 4.99, 19.99, 99.99, 9.99, 49.99, 4.99, 99.99, 19.99",13,221646848,1317 days 00:00:00.000000000,0,0,12,  Social Networking    Role Playing,0,0,0,0
3363,3.5,8,0,0.99,1,8724480,3 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
3364,5,27,0,"0.99, 19.99, 3.99",1,237025280,700 days 00:00:00.000000000,0,0,4,    Casual,0,0,0,0
3365,4,15,0,1.99,1,200081408,23 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
3366,3.5,42,1.99,,2,27271168,98 days 00:00:00.000000000,0,0,9,      Puzzle,1,0,0,0
3367,2.5,42,2.99,,1,358830080,357 days 00:00:00.000000000,0,0,12,    Board,0,0,0,1
3368,2.5,42,2.99,,1,358830080,357 days 00:00:00.000000000,0,0,12,    Board,0,0,0,1
3369,4,48,9.99,,5,1240442880,368 days 00:00:00.000000000,0,0,4,    Reference  Simulation,0,1,0,0
3370,4,72,19.99,"9.99, 4.99, 4.99, 4.99, 4.99, 4.99",1,1268191232,328 days 00:00:00.000000000,0,0,9,    Board  ,0,0,0,1
3371,3.5,70,14.99,"1.99, 2.99",1,1508410368,965 days 00:00:00.000000000,0,0,12,    Board,0,0,0,1
3372,2.5,5,0,,1,540718080,509 days 00:00:00.000000000,0,0,17,    Action,0,0,1,0
3373,3,5,0,4.99,1,55930880,0 days 00:00:00.000000000,0,0,4,  Casual    ,0,0,0,0
3374,4.5,137,0,1.99,2,32323584,1462 days 00:00:00.000000000,1,1,4,    Board,0,0,0,1
3375,3,8,0,"0.99, 99.99, 4.99",1,31095808,257 days 00:00:00.000000000,0,0,4,    Action,0,0,1,0
3376,5,12,0,2.99,1,98520064,1481 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
3377,4.5,6,0,0.99,1,56197120,279 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
3378,5,66,0,"0.99, 1.99, 0.99, 0.99, 2.99, 1.99",1,100673536,745 days 00:00:00.000000000,0,0,9,  Education  Puzzle  ,1,0,0,0
3379,5,5,0,2.99,1,9412608,0 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
3380,5,6,0,2.99,1,30035968,0 days 00:00:00.000000000,0,0,4,    Role Playing  ,0,0,0,0
3381,5,6,0,2.99,1,11386880,0 days 00:00:00.000000000,0,0,4,    Role Playing  ,0,0,0,0
3382,4.5,18,0,,1,3293184,9 days 00:00:00.000000000,0,0,4,  Health   Fitness  ,0,0,0,0
3383,4.5,379,2.99,,1,30733312,891 days 00:00:00.000000000,0,0,9,    Action,0,0,1,0
3384,4.5,75,0,2.99,1,67440640,10 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
3385,4.5,154,0,"14.99, 9.99, 14.99, 14.99, 9.99, 14.99, 9.99, 9.99, 9.99, 19.99",10,121190400,1378 days 00:00:00.000000000,0,0,9,    Simulation,0,1,0,0
3386,4.5,2797,0,"0.99, 0.99, 0.99",10,211189760,93 days 00:00:00.000000000,0,0,17,    Simulation,0,1,0,0
3387,5,84,0,"0.99, 1.99, 0.99",1,65707008,1042 days 00:00:00.000000000,0,0,4,    Card  ,0,0,0,0
3388,4,8,2.99,,5,36938752,1118 days 00:00:00.000000000,0,0,4,  Sports  Sports  ,0,0,0,0
3389,5,7,0,2.99,1,69206016,0 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
3390,4.5,61,2.99,,10,408547328,1270 days 00:00:00.000000000,0,0,12,  Adventure  ,0,0,0,0
3391,3,31,0,"9.99, 20.99, 2.99, 9.99",10,246902784,1601 days 00:00:00.000000000,0,0,4,  Action    ,0,0,1,0
3392,3,9,0,2.99,1,28725248,0 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
3393,4,20,0,"9.99, 2.99, 9.99, 89.99, 9.99, 2.99, 29.99, 89.99, 49.99, 89.99",3,1214346240,414 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
3394,4.5,412,0,"1.99, 0.99, 4.99, 9.99, 1.99, 4.99, 24.99, 4.99, 1.99, 9.99",18,124346368,1252 days 00:00:00.000000000,0,1,12,    Card  ,0,0,0,0
3395,4,1141,0,"0.99, 1.99, 9.99, 4.99, 0.99, 1.99, 24.99, 0.99, 4.99, 9.99",11,819206144,1282 days 00:00:00.000000000,0,0,12,      Card,0,0,0,0
3396,4,47,0,"1.99, 0.99, 1.99",1,172356608,378 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
3397,4,47,0,"1.99, 0.99, 1.99",1,172356608,378 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
3398,5,26,0,"0.99, 0.99, 1.99, 0.99, 1.99, 1.99, 1.99, 0.99",1,30969856,24 days 00:00:00.000000000,0,0,4,    Casual  ,0,0,0,0
