,Average User Rating,User Rating Count,Price,In-app Purchases,Languages,Size,Update_Gap,Name,Subtitle,age_rating,GenreList,Puzzle,Simulation,Action,Board
1209,4,1213,0,"4.99, 0.99",6,155373568,440 days 00:00:00.000000000,0,0,4,  Action    ,0,0,1,0
1210,4.5,3032734,0,"4.99, 9.99, 19.99, 0.99, 4.99, 0.99, 49.99, 99.99, 2.99, 4.99",20,161219584,2513 days 00:00:00.000000000,0,0,9,  Action    ,0,0,1,0
1211,4.5,47,0,,1,31295488,2589 days 00:00:00.000000000,0,0,17,Sports    Sports  ,0,0,0,0
1212,4.5,1175,2.99,,1,78678016,2227 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
1213,4,6599,0,"1.99, 4.99, 9.99, 19.99, 6.99, 49.99, 13.99, 11.99, 99.99, 9.99",15,98783232,614 days 00:00:00.000000000,0,0,12,  Action    ,0,0,1,0
1214,4.5,13633,0,"1.99, 0.99, 1.99, 4.99, 4.99, 9.99, 9.99, 24.99, 24.99, 49.99",1,119438336,2447 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
1215,4,230,4.99,"1.99, 1.99, 1.99, 1.99",7,521525248,553 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
1216,3.5,7,0,,1,7654754,275 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
1217,4.5,26,0,0.99,3,7204864,1223 days 00:00:00.000000000,0,0,4,    Board  Utilities,0,0,0,1
1218,4,132,0,,4,35544064,1510 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
1219,4,17,0.99,,4,27961344,1624 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
1220,5,17,0,,1,21232222,118 days 00:00:00.000000000,0,0,12,      Action,0,0,1,0
1221,4.5,281,0,"0.99, 1.99, 9.99, 4.99",5,139409337,301 days 00:00:00.000000000,0,0,9,    Simulation,0,1,0,0
1222,4.5,1122,0,"0.99, 1.99, 9.99, 4.99",5,110874384,302 days 00:00:00.000000000,0,0,9,    Simulation,0,1,0,0
1223,3.5,6,0,,1,26338304,2074 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
1224,3.5,6,0,,1,26338304,2074 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
1225,4.5,29,0,,8,32079777,0 days 00:00:00.000000000,0,0,12,  Action    ,0,0,1,0
1226,4,186,0,"0.99, 1.99, 1.99, 0.99, 4.99, 9.99, 19.99, 49.99",3,51499139,276 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
1227,4.5,1374,4.99,"3.99, 2.99, 1.99, 0.99, 1.99",12,23669760,2477 days 00:00:00.000000000,0,0,4,  ,0,0,0,0
1228,3,27,0,0.99,10,42696704,2096 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
1229,3.5,7,1.99,,1,6299648,1307 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
1230,5,9305,0.99,"1.99, 4.99, 9.99, 24.99, 49.99, 99.99",2,53772288,393 days 00:00:00.000000000,0,0,9,  Role Playing  ,0,0,0,0
1231,4,68,2.99,,3,59350016,1864 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
1232,3.5,10,0,,1,20320256,797 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
1233,3,5,0,1.99,2,1476608,1901 days 00:00:00.000000000,0,0,4,  Utilities  Card  ,0,0,0,0
1234,4.5,133,0,"3.99, 0.99, 1.99, 2.99",1,48965632,2277 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1235,4.5,1559,0,"0.99, 4.99, 9.99, 29.99, 19.99",3,20659038,231 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
1236,3,6,0,"0.99, 7.99",1,32866306,9 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
1237,3.5,27,0,,1,22204416,1280 days 00:00:00.000000000,0,0,4,Education  Board    ,0,0,0,1
1238,4,939,0,"0.99, 2.99, 6.99, 0.99, 2.99, 49.99",1,60776448,437 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
1239,4.5,17,0,,3,31673344,1243 days 00:00:00.000000000,0,0,4,    Trivia,0,0,0,0
1240,4,65,0,"0.99, 0.99",3,29963264,2458 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1241,4,96,0,"2.99, 0.99, 9.99, 1.99, 0.99, 8.99, 4.99",2,45035520,389 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1242,4.5,216,0,,1,55693312,1021 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
1243,4,1943,0,"1.99, 4.99, 1.99, 4.99, 9.99, 9.99, 19.99, 19.99, 49.99, 49.99",1,64589824,817 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
1244,3.5,81,0,,1,270659584,968 days 00:00:00.000000000,0,0,9,  Adventure    ,0,0,0,0
1245,3.5,58,0,"0.99, 9.99, 1.99, 4.99",4,27546139,0 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
1246,4.5,83,0,,1,25252864,1897 days 00:00:00.000000000,0,0,4,    Card  ,0,0,0,0
1247,4,25,0,0.99,1,18169856,660 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
1248,4,8,0,"0.99, 1.99, 2.99",1,29293890,0 days 00:00:00.000000000,0,0,4,  Family  ,0,0,0,0
1249,3.5,62,0,,2,19341312,2328 days 00:00:00.000000000,0,0,4,  Role Playing  ,0,0,0,0
1250,3.5,8,0,,1,13578152,25 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1251,4,16,0,,2,5743616,1585 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
1252,3.5,38,0.99,1.99,1,34247680,2483 days 00:00:00.000000000,0,0,9,    Puzzle  ,1,0,0,0
1253,3.5,14,0,"0.99, 2.99, 0.99",13,86042624,1877 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1254,4,22,0,1.99,1,277075968,1710 days 00:00:00.000000000,0,0,9,      Puzzle,1,0,0,0
1255,3.5,95,0,,1,72022016,1159 days 00:00:00.000000000,0,0,4,  Board    Sports,0,0,0,1
1256,5,10,0,,1,7798784,1913 days 00:00:00.000000000,0,0,9,    ,0,0,0,0
1257,5,600,0,"1.99, 1.99, 1.99, 1.99, 0.99, 1.99, 1.99, 1.99, 3.99, 2.99",3,15996928,2528 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1258,4.5,3258,0,"0.99, 9.99, 4.99, 4.99, 4.99, 4.99, 1.99, 4.99, 1.99, 4.99",18,113118208,2436 days 00:00:00.000000000,0,0,4,    Role Playing  ,0,0,0,0
1259,4,19,0.99,,3,15729664,1487 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1260,4.5,1233,1.99,,10,42459136,737 days 00:00:00.000000000,0,0,4,Education    Puzzle  ,1,0,0,0
1261,3.5,27,0,,1,18870574,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
1262,4.5,14,1.99,,9,36072448,1972 days 00:00:00.000000000,0,0,4,  Family  Education  ,0,0,0,0
1263,4.5,16,0,,8,97354327,0 days 00:00:00.000000000,0,0,12,  Action    ,0,0,1,0
1264,4,117,0,"0.99, 1.99, 4.99, 9.99",5,76858368,1538 days 00:00:00.000000000,0,0,4,      Adventure,0,0,0,0
1265,3.5,7,0,4.99,1,29723648,2292 days 00:00:00.000000000,0,0,12,    Adventure  ,0,0,0,0
1266,4,944,0,"0.99, 1.99, 2.99, 1.99, 0.99, 4.99, 2.99",1,58220544,1231 days 00:00:00.000000000,0,0,4,    ,0,0,0,0
1267,3,31,0.99,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",1,33009664,1022 days 00:00:00.000000000,0,0,9,  ,0,0,0,0
1268,3,222,0,"1.99, 0.99, 4.99, 1.99, 0.99, 5.99, 2.99, 4.99, 14.99, 29.99",1,112242688,955 days 00:00:00.000000000,0,0,9,      Simulation,0,1,0,0
1269,2.5,15,0,2.99,1,29884416,303 days 00:00:00.000000000,0,0,4,  Education  Simulation  ,0,1,0,0
1270,4,23,0,,1,17879040,849 days 00:00:00.000000000,0,0,4,      Trivia,0,0,0,0
1271,4.5,58061,0,"0.99, 1.99, 4.99, 9.99, 6.99, 69.99, 17.99, 1.99, 3.99, 24.99",6,118463488,2415 days 00:00:00.000000000,0,0,9,    Family,0,0,0,0
1272,4.5,9,0,,1,43722752,2163 days 00:00:00.000000000,0,0,12,  Board    ,0,0,0,1
1273,4,26,0,,1,19125248,1653 days 00:00:00.000000000,0,0,4,    ,0,0,0,0
1274,4,37,0,,1,28822528,1653 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
1275,4,299,2.99,,11,210096128,345 days 00:00:00.000000000,0,0,4,    ,0,0,0,0
1276,4,54,0,,1,13783040,435 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
1277,4.5,852,0.99,"4.99, 1.99, 2.99, 0.99, 0.99, 0.99, 2.99, 29.99",1,86351872,2400 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1278,4.5,8,0,0.99,2,25691394,0 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
1279,5,122,3.99,"4.99, 0.99, 1.99, 2.99, 3.99",1,202467328,1111 days 00:00:00.000000000,0,0,9,      Action,0,0,1,0
1280,3,15,0,,1,8577024,1278 days 00:00:00.000000000,0,0,4,    Board,0,0,0,1
1281,2.5,329,0,,1,289666048,1339 days 00:00:00.000000000,0,0,12,      Board,0,0,0,1
1282,3,7,0,,1,4501866,152 days 00:00:00.000000000,1,0,4,    Education  Board,0,0,0,1
1283,4,627,0,"1.99, 1.99, 4.99, 9.99, 19.99, 49.99, 99.99, 4.99, 19.99, 9.99",11,96784384,20 days 00:00:00.000000000,0,0,12,  Casual    ,0,0,0,0
1284,4,268,0,,1,10225670,0 days 00:00:00.000000000,0,0,9,  Racing  ,0,0,0,0
1285,4,141,0,,1,5665051,0 days 00:00:00.000000000,0,0,9,    Racing,0,0,0,0
1286,3.5,66,0,"1.99, 1.99, 3.99, 9.99, 0.99, 9.99, 39.99, 24.99, 2.99, 4.99",1,28628906,0 days 00:00:00.000000000,0,0,4,    Adventure  ,0,0,0,0
1287,4.5,1927,1.99,"4.99, 4.99, 4.99, 3.99, 3.99, 0.99, 0.99, 0.99, 0.99, 0.99",1,37505024,2264 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
1288,4,135,0.99,,5,29467648,2302 days 00:00:00.000000000,0,0,4,  Education  Simulation  ,0,1,0,0
1289,3.5,782,0,"0.99, 1.99, 0.99, 4.99, 9.99, 19.99, 49.99",1,85438464,915 days 00:00:00.000000000,0,0,4,  Card    ,0,0,0,0
1290,4,18,0,,1,111200379,79 days 00:00:00.000000000,0,0,4,  Education  ,0,0,0,0
1291,4,691,0,"9.99, 1.99, 19.99, 4.99, 99.99, 49.99",3,166739968,2078 days 00:00:00.000000000,0,0,9,  Simulation  ,0,1,0,0
1292,4.5,31,0,"4.99, 0.99, 1.99, 2.99, 14.99, 3.99, 6.99",1,16744448,304 days 00:00:00.000000000,0,0,4,    Action  ,0,0,1,0
1293,2.5,28,0,"0.99, 4.99, 1.99, 14.99",4,153882624,843 days 00:00:00.000000000,0,0,4,      Role Playing,0,0,0,0
1294,4.5,11,0,,2,18468864,1929 days 00:00:00.000000000,0,0,17,  Board    Education,0,0,0,1
1295,4,16,0,,1,233004032,1487 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
1296,4.5,1344,0,,1,12478972,0 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1297,4.5,1854,0,"3.99, 0.99, 1.99, 0.99, 0.99, 0.99, 0.99, 1.99, 0.99, 0.99",1,120340480,2288 days 00:00:00.000000000,0,0,4,  Puzzle  Education  ,1,0,0,0
1298,4.5,31157,0,1.99,8,74456064,2365 days 00:00:00.000000000,0,1,12,  Board    ,0,0,0,1
1299,3.5,598,0,,1,75660288,1764 days 00:00:00.000000000,0,0,4,      Sports,0,0,0,0
1300,4.5,32,0,"0.99, 0.99, 1.99",1,68359168,2390 days 00:00:00.000000000,0,0,12,      Family,0,0,0,0
1301,4.5,404,0.99,,5,34992128,1671 days 00:00:00.000000000,0,0,4,    Board  ,0,0,0,1
1302,4.5,128,0,"0.99, 2.99, 5.99, 9.99, 49.99, 29.99",1,79200256,293 days 00:00:00.000000000,0,0,4,  Action  ,0,0,1,0
1303,4.5,15,0,,10,11421666,204 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1304,4,49,0,0.99,4,48119808,2288 days 00:00:00.000000000,0,0,4,    Card  ,0,0,0,0
1305,4,29,0,,20,4313088,349 days 00:00:00.000000000,1,0,4,      Puzzle,1,0,0,0
1306,4.5,26,0,0.99,13,29778872,15 days 00:00:00.000000000,0,0,4,  Puzzle    Education,1,0,0,0
1307,3.5,15,1.99,0.99,3,29942784,2429 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1308,4.5,154,0,,1,42839040,2017 days 00:00:00.000000000,0,0,4,    Card,0,0,0,0
1309,2.5,71,0,,1,122833805,170 days 00:00:00.000000000,0,0,9,  Action  ,0,0,1,0
1310,2.5,5,0,"1.99, 0.99, 0.99, 2.99",1,46458654,134 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
1311,4.5,189,0,1.99,1,36373504,2441 days 00:00:00.000000000,0,1,4,  Puzzle    ,1,0,0,0
1312,3.5,34,0.99,,1,72535040,2158 days 00:00:00.000000000,0,0,9,  Action  ,0,0,1,0
1313,4,107,0,"0.99, 1.99, 0.99, 2.99, 1.99, 2.99, 0.99, 0.99, 8.99, 4.99",1,53571584,1001 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
1314,2.5,12,0,"1.99, 4.99, 4.99, 1.99, 9.99, 14.99",4,54339584,1280 days 00:00:00.000000000,0,0,12,    Action  ,0,0,1,0
1315,4.5,454,0,"4.99, 4.99, 9.99, 1.99, 49.99, 24.99, 49.99, 99.99",1,18741248,1063 days 00:00:00.000000000,0,0,12,  Role Playing    ,0,0,0,0
1316,3.5,86,0,,2,45296640,1902 days 00:00:00.000000000,0,0,4,  Board  Education  ,0,0,0,1
1317,3.5,14,1.99,,2,35596288,1562 days 00:00:00.000000000,0,0,4,      Board,0,0,0,1
1318,4.5,423,0,,1,44774418,120 days 00:00:00.000000000,0,0,4,    Action,0,0,1,0
1319,4.5,101,6.99,,1,60680192,1485 days 00:00:00.000000000,0,0,12,    Role Playing,0,0,0,0
1320,4,11,0,,2,8919314,0 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
1321,4.5,3563,0,"0.99, 4.99, 9.99, 24.99",19,179090432,1751 days 00:00:00.000000000,0,0,9,  Simulation    ,0,1,0,0
1322,3.5,9,0,,1,26210483,59 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1323,4,5,0,,2,14237409,209 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1324,4.5,7,0,,1,49202641,0 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
1325,3.5,22,0,0.99,33,43618304,922 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1326,4.5,2933,0,,1,27334656,2147 days 00:00:00.000000000,0,0,4,  Board  ,0,0,0,1
1327,5,7,0,,1,56011776,1816 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
1328,4,6,0,,1,44748880,38 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1329,4.5,207,0.99,,4,42260480,2015 days 00:00:00.000000000,0,0,4,  Card    ,0,0,0,0
1330,4.5,20,0,0.99,4,41873408,2001 days 00:00:00.000000000,0,0,4,    Card  ,0,0,0,0
1331,4,11,0,0.99,4,47779840,1974 days 00:00:00.000000000,0,0,4,  Card    ,0,0,0,0
1332,4.5,123,0,0.99,4,46495744,2254 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
1333,3.5,22,0,"0.99, 1.99, 3.99, 9.99, 5.99, 7.99",1,39713792,2043 days 00:00:00.000000000,0,0,4,  Role Playing    ,0,0,0,0
1334,4.5,1932,0,,9,45624320,1694 days 00:00:00.000000000,0,0,4,    Puzzle,1,0,0,0
1335,4.5,471,2.99,"1.99, 8.99, 3.99, 3.99, 21.99, 39.99, 79.99",12,129715200,2406 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
1336,3.5,8,0,,3,26587136,1642 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
1337,4.5,4476,0,"0.99, 2.99, 4.99, 9.99, 19.99",6,9646105,173 days 00:00:00.000000000,0,0,4,      Action,0,0,1,0
1338,5,237,2.99,,1,50083840,1821 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1339,3.5,6,0,,1,44287838,29 days 00:00:00.000000000,0,0,4,    Racing  ,0,0,0,0
1340,4.5,295,4.99,,5,234802176,2239 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
1341,4,10,0,,1,42323969,0 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
1342,4.5,9,0,,2,35711958,235 days 00:00:00.000000000,0,0,4,  Role Playing  ,0,0,0,0
1343,4,7,0,0.99,1,21544960,0 days 00:00:00.000000000,0,0,9,  Action  ,0,0,1,0
1344,5,12,0,,1,19513344,1650 days 00:00:00.000000000,0,0,4,Utilities    Board  ,0,0,0,1
1345,4.5,12842,0,"0.99, 4.99, 9.99, 19.99, 4.99, 0.99, 99.99, 49.99, 4.99, 9.99",6,218394624,1803 days 00:00:00.000000000,0,0,12,      Role Playing,0,0,0,0
1346,4,136,0,,1,51590144,1569 days 00:00:00.000000000,0,0,9,      Role Playing,0,0,0,0
1347,4.5,1254,0,"0.99, 4.99, 19.99, 0.99, 19.99, 9.99, 64.99",1,38955808,21 days 00:00:00.000000000,0,0,12,      Action,0,0,1,0
1348,5,6,0,,1,19673285,100 days 00:00:00.000000000,0,0,9,    Family  ,0,0,0,0
1349,3,91,0,"0.99, 2.99, 1.99, 4.99",1,46067463,17 days 00:00:00.000000000,0,0,9,  Role Playing    ,0,0,0,0
1350,4,269,0,"0.99, 1.99",1,20463616,2267 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1351,4,96,0,,1,23794688,1615 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
1352,4.5,946,0,"0.99, 4.99, 2.99, 39.99, 9.99, 19.99",1,166932480,1771 days 00:00:00.000000000,0,0,12,      Simulation,0,1,0,0
1353,2.5,8,0,,1,28826260,59 days 00:00:00.000000000,0,0,9,  Simulation    ,0,1,0,0
1354,4.5,131,0,"1.99, 1.99",1,57140224,1023 days 00:00:00.000000000,0,0,4,    Family  ,0,0,0,0
1355,4.5,5,0,,2,70201344,988 days 00:00:00.000000000,0,0,9,    Action  ,0,0,1,0
1356,4,25,0,0.99,1,8179496,8 days 00:00:00.000000000,0,0,4,  Casual    ,0,0,0,0
1357,4.5,70,0,"1.99, 2.99, 9.99, 0.99, 9.99, 4.99, 0.99, 17.99, 29.99",1,39342357,24 days 00:00:00.000000000,0,0,9,    Simulation,0,1,0,0
1358,4,13,0,"0.99, 0.99",1,41628836,29 days 00:00:00.000000000,0,0,4,  Puzzle  ,1,0,0,0
1359,2,28,0,,1,14983207,9 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1360,4.5,9098,0,"0.99, 9.99, 4.99, 4.99, 29.99, 5.99, 99.99, 49.99, 9.99, 9.99",4,39904256,2455 days 00:00:00.000000000,0,0,9,    Role Playing  ,0,0,0,0
1361,4,153,0,"2.99, 4.99, 2.99, 13.99, 34.99, 69.99",1,68780032,277 days 00:00:00.000000000,0,0,9,    Role Playing  ,0,0,0,0
1362,4,48,0,,1,28418048,497 days 00:00:00.000000000,0,0,4,    Role Playing,0,0,0,0
1363,4.5,212,0,"0.99, 0.99, 1.99, 24.99, 4.99, 9.99, 3.99, 2.99",2,22198436,6 days 00:00:00.000000000,0,0,9,  Casual    ,0,0,0,0
1364,3.5,61,0,"0.99, 0.99, 0.99, 2.99, 1.99, 0.99",2,47489024,928 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1365,3.5,103,0,"54.99, 4.99, 10.99, 27.99, 54.99, 54.99, 54.99, 27.99, 27.99, 54.99",1,19171328,1516 days 00:00:00.000000000,0,0,12,  Simulation  ,0,1,0,0
1366,4.5,81,0,"0.99, 4.99, 1.99, 49.99, 9.99, 14.99, 24.99",1,31244288,2399 days 00:00:00.000000000,0,0,12,  Board  ,0,0,0,1
1367,4,4298,0,0.99,1,77321216,2267 days 00:00:00.000000000,0,0,12,    Card  ,0,0,0,0
1368,4.5,72,0,"0.99, 4.99, 0.99, 14.99",8,139923968,162 days 00:00:00.000000000,0,0,9,      Action,0,0,1,0
1369,4.5,10,0,,1,6858752,1231 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
1370,4,22,0,,1,6952547,0 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1371,4.5,81,0,"0.99, 0.99",1,30937271,0 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1372,4,26,0,"2.99, 4.99, 0.99, 3.99, 1.99, 19.99, 19.99, 9.99, 9.99, 49.99",3,55453277,0 days 00:00:00.000000000,0,0,9,  Action  ,0,0,1,0
1373,2.5,78,0,,1,12218368,464 days 00:00:00.000000000,0,0,4,    Simulation,0,1,0,0
1374,4.5,1416,0,"3.99, 0.99, 1.99, 2.99",1,54385664,1633 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
1375,4.5,21896,0,"19.99, 4.99, 9.99, 99.99, 49.99, 4.99",12,105290752,2387 days 00:00:00.000000000,0,1,12,      Role Playing,0,0,0,0
1376,4.5,1303,1.99,"0.99, 0.99, 0.99",1,63709184,1623 days 00:00:00.000000000,0,0,4,      Card,0,0,0,0
1377,3,35,0,"2.99, 2.99",1,58329159,246 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
1378,3,226,0,"54.99, 49.99, 10.99, 5.99, 27.99, 9.99, 24.99, 49.99, 4.99, 11.99",4,14379008,1509 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
1379,3.5,117,0,,1,48005120,256 days 00:00:00.000000000,0,0,4,  Finance  Casual  ,0,0,0,0
1380,3,6,2.99,,1,85143552,1719 days 00:00:00.000000000,0,1,4,  Lifestyle  ,0,0,0,0
1381,4,33,0,,1,12902400,926 days 00:00:00.000000000,0,0,4,  Simulation  ,0,1,0,0
1382,4,54,0,,1,16425605,0 days 00:00:00.000000000,0,0,9,      Adventure,0,0,0,0
1383,4.5,1525,0,"1.99, 2.99, 3.99, 1.99, 2.99, 0.99, 0.99, 2.99, 0.99, 0.99",1,80533504,1384 days 00:00:00.000000000,0,0,12,  Action  ,0,0,1,0
1384,3.5,77,0,,1,54265856,1579 days 00:00:00.000000000,0,0,12,      Adventure,0,0,0,0
1385,5,27804,0,"2.99, 4.99, 0.99, 0.99, 0.99, 2.99, 0.99, 0.99, 9.99, 4.99",15,44316672,1232 days 00:00:00.000000000,0,0,4,  Board    ,0,0,0,1
1386,4.5,2460,0,0.99,5,180064256,654 days 00:00:00.000000000,0,0,9,  Adventure    Lifestyle,0,0,0,0
1387,4,5,0.99,,1,11601920,1895 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
1388,4,8,0,"1.99, 2.99, 0.99",1,50992128,2271 days 00:00:00.000000000,0,0,4,Education    Trivia  ,0,0,0,0
1389,4.5,7474,4.99,"2.99, 8.99, 12.99, 19.99, 39.99, 99.99",1,388883456,1700 days 00:00:00.000000000,0,0,9,  Action    ,0,0,1,0
1390,4,65,0,,4,7296496,71 days 00:00:00.000000000,0,0,4,      Adventure,0,0,0,0
1391,3,109,0,"2.99, 2.99, 0.99, 0.99, 0.99, 0.99, 0.99, 2.99, 2.99, 0.99",1,337832960,2373 days 00:00:00.000000000,0,0,12,  Board  Reference  ,0,0,0,1
1392,3,224,7.99,,1,1354954752,2141 days 00:00:00.000000000,0,0,12,    Action,0,0,1,0
1393,4.5,16,0,,1,89767936,970 days 00:00:00.000000000,0,0,4,      Puzzle,1,0,0,0
1394,4.5,407,1.99,"0.99, 5.99, 0.99, 2.99",15,26060800,2058 days 00:00:00.000000000,0,0,4,    Simulation  ,0,1,0,0
1395,3.5,45,0,,1,106098688,757 days 00:00:00.000000000,0,0,17,    Simulation,0,1,0,0
1396,4.5,2942,0.99,,1,74480640,2461 days 00:00:00.000000000,0,0,4,    Puzzle  Education,1,0,0,0
1397,4,13,0,"0.99, 1.99",1,22724608,2336 days 00:00:00.000000000,0,1,4,      Card,0,0,0,0
1398,4,7553,0,"19.99, 4.99, 9.99, 99.99, 29.99, 49.99, 0.99, 29.99, 99.99, 49.99",30,290796544,2189 days 00:00:00.000000000,0,0,9,    Simulation  ,0,1,0,0
1399,4.5,18,0,,1,13338612,178 days 00:00:00.000000000,1,0,4,  Board    ,0,0,0,1
1400,4,32,0,"5.99, 9.99, 19.99, 69.99, 79.99, 99.99",22,112832512,655 days 00:00:00.000000000,0,0,12,      Role Playing,0,0,0,0
1401,4,29,0,,1,23238614,40 days 00:00:00.000000000,0,0,4,  Simulation    ,0,1,0,0
1402,5,27,0,"3.99, 0.99, 1.99, 7.99, 15.99",1,22298624,433 days 00:00:00.000000000,0,0,4,    Adventure  ,0,0,0,0
1403,4.5,33553,0,"0.99, 2.99, 5.99, 9.99, 49.99, 29.99",1,43840512,1531 days 00:00:00.000000000,0,0,12,    Casual,0,0,0,0
1404,4,244,2.99,,1,22336512,1176 days 00:00:00.000000000,0,0,4,  Card  ,0,0,0,0
1405,3,15,0,"0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99",1,35962880,2250 days 00:00:00.000000000,0,0,4,    Education  Puzzle,1,0,0,0
1406,4,97,0,1.99,1,8873984,2082 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1407,3.5,55,0,,11,151924308,182 days 00:00:00.000000000,0,0,4,  Simulation    ,0,1,0,0
1408,4.5,14,0,,1,10444129,12 days 00:00:00.000000000,0,0,4,  Puzzle    ,1,0,0,0
1409,3,15,0,"1.99, 0.99, 0.99",1,25523985,232 days 00:00:00.000000000,0,0,12,  Food   Drink  Simulation  ,0,1,0,0
1410,4.5,103,0,"1.99, 1.99, 1.99, 2.99",15,30745600,2061 days 00:00:00.000000000,0,0,4,      Simulation,0,1,0,0
1411,4.5,600,0,"0.99, 2.99, 4.99, 9.99, 19.99",8,17618638,122 days 00:00:00.000000000,0,0,4,  Action    ,0,0,1,0
1412,4.5,1068,0,"0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 1.99, 4.99, 0.99, 14.99",1,43182080,2086 days 00:00:00.000000000,0,0,9,    Puzzle,1,0,0,0
1413,4.5,1333,9.99,,13,83430400,2503 days 00:00:00.000000000,0,0,4,  Education  Board  ,0,0,0,1
1414,4.5,161,2.99,,6,46132224,2181 days 00:00:00.000000000,0,0,9,  Action  ,0,0,1,0
1415,3.5,8,0,,1,15242698,0 days 00:00:00.000000000,0,0,9,      Adventure,0,0,0,0
1416,4,1190,4.99,"1.99, 1.99, 3.99",7,349272064,1240 days 00:00:00.000000000,0,0,12,    Board  ,0,0,0,1
1417,4,12,0,"0.99, 0.99, 1.99",1,24689808,139 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
1418,3.5,12,0,,1,9579520,1865 days 00:00:00.000000000,0,0,9,  Action    ,0,0,1,0
1419,3.5,11,0,,2,13165006,0 days 00:00:00.000000000,0,0,4,    Puzzle  ,1,0,0,0
